id,date,code,payment_method,items,total,total_qty,raw_data
2966,14/04/2025,INV-20250414-9777,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",293500,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2967,05/05/2025,INV-20250505-4655,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",4393500,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000""}"
2968,13/04/2025,INV-20250413-1902,credit card,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",270000,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2969,17/05/2025,INV-20250517-6927,cash,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",19000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2970,04/04/2025,INV-20250404-1604,cash,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",408000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2971,22/04/2025,INV-20250422-3088,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",3873000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2972,18/04/2025,INV-20250418-2205,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",27225000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2973,10/04/2025,INV-20250410-5671,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",459000,5,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2974,02/04/2025,INV-20250402-1344,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",427000,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2975,11/05/2025,INV-20250511-6053,transfer,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",19000,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2976,24/04/2025,INV-20250424-8316,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",4273000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2977,08/05/2025,INV-20250508-2160,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",5293500,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2978,04/05/2025,INV-20250504-3781,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",12873000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2979,01/05/2025,INV-20250501-9900,cash,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",69000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2980,12/05/2025,INV-20250512-4802,transfer,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",432722500,8,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2981,09/05/2025,INV-20250509-9723,credit card,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",273000,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2982,10/04/2025,INV-20250410-8664,e-wallet,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",22873000,7,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2983,14/04/2025,INV-20250414-7067,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",3893500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
2984,06/04/2025,INV-20250406-7543,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",80000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2985,05/05/2025,INV-20250505-3010,e-wallet,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",29000,7,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2986,17/05/2025,INV-20250517-8540,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",14873000,8,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2987,14/04/2025,INV-20250414-2688,transfer,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",2198000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2988,11/04/2025,INV-20250411-4899,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",27225000,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2989,29/04/2025,INV-20250429-6869,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",7873000,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2990,08/04/2025,INV-20250408-4582,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",18000,6,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2991,09/04/2025,INV-20250409-6321,cash,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",411000,6,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2992,05/04/2025,INV-20250405-9049,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",31000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2993,18/05/2025,INV-20250518-4701,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",509000,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2994,03/04/2025,INV-20250403-3662,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",118000,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2995,10/05/2025,INV-20250510-4691,transfer,"Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",262722500,6,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2996,12/05/2025,INV-20250512-5526,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",1173000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2997,08/04/2025,INV-20250408-4015,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",48730000,7,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2998,08/04/2025,INV-20250408-3045,transfer,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",18000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2999,13/05/2025,INV-20250513-5140,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",2173000,5,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
893500,14/04/2025,INV-20250414-9029,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m",422722500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
3001,20/04/2025,INV-20250420-7677,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",22722500,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
3002,19/05/2025,INV-20250519-7149,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",70000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
3003,01/04/2025,INV-20250401-7058,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",21873000,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
3004,11/05/2025,INV-20250511-8042,credit card,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",209000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
3005,06/04/2025,INV-20250406-5315,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m",4293500,7,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
3006,01/05/2025,INV-20250501-5257,credit card,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",21000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
3007,03/05/2025,INV-20250503-7737,e-wallet,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",62722500,5,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
3008,02/05/2025,INV-20250502-2162,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",28000,8,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
3009,03/05/2025,INV-20250503-3348,e-wallet,"CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",109000,5,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
3010,05/05/2025,INV-20250505-2902,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",212722500,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
3011,06/04/2025,INV-20250406-4710,credit card,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",673000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
3012,11/04/2025,INV-20250411-6348,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",41873000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
3013,10/05/2025,INV-20250510-5830,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",422722500,8,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
3014,02/05/2025,INV-20250502-5760,credit card,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",4193500,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
3015,08/05/2025,INV-20250508-3686,cash,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",411000,6,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
3016,08/04/2025,INV-20250408-5798,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",18935000,8,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
3017,11/05/2025,INV-20250511-2439,cash,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",221000,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
3018,26/04/2025,INV-20250426-8277,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",512722500,7,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
3019,06/05/2025,INV-20250506-9081,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",2393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
3020,04/04/2025,INV-20250404-8281,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",411000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
3021,11/05/2025,INV-20250511-4074,credit card,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",1193500,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
3022,16/04/2025,INV-20250416-1901,transfer,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",18000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
3023,19/04/2025,INV-20250419-3472,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",293500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
3024,21/05/2025,INV-20250521-1714,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",68000,6,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
3025,25/04/2025,INV-20250425-7050,e-wallet,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",218000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
3026,24/04/2025,INV-20250424-9043,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",68000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
3027,21/04/2025,INV-20250421-3482,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",219000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
3028,10/05/2025,INV-20250510-7885,transfer,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",41893500,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
